Crime_ID	Crime_Type	Crime_Severity	Datetime	Address	Neighborhood	City	State	Postal_Code	Latitude	Longitude	Police_Beat	Victim_Age	Victim_Gender	Ethnicity	Offender_Age	Offender_Gender	Ethnicity	Relationship	Weapon_Used	Location_Type	Reported_To_Police	Case_Status	Arrest_Made	Domestic_Case	Gang_Related
1369	Arson	low	15.07.2024 2:33	132 Oak Ave	West Side	Metropolis	NY	10032	40.7153	-74.0153	2	27	Female	White	30	Male	White	Domestic Partner	None	Park	Yes	Closed	Yes	Yes	No
1370	Vandalism	medium	09.09.2024 19:48	133 Pine Rd	East End	Metropolis	NY	10033	40.7203	-74.0008	3	35	Male	Asian	38	Male	Asian	Stranger	Blunt Object	Home	Yes	Arrested	Yes	Yes	No
1371	Fraud	high	21.10.2024 11:12	134 Cedar Blvd	Uptown	Metropolis	NY	10034	40.7258	-74.0123	4				33	Male	Black	Stranger	None	Street	Yes	Open	Yes	No	Yes
1372	Embezzlement	low	30.06.2024 23:55	135 Birch Ln	Southside	Metropolis	NY	10035	40.7303	-74.0088	5				28	Male	White	Acquaintance	Knife	Home	Yes	Closed	No	No	No
1373	Drug Possession	high	08.04.2024 16:28	136 Spruce St	Midtown	Metropolis	NY	10036	40.7353	-74.0023	6	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	Gun	Business	Yes	Arrested	Yes	No	Yes
1374	Drug Trafficking	medium	17.11.2024 5:03	137 Elm Ave	Riverside	Metropolis	NY	10037	40.7408	-74.0108	7	40	Male	Black	42	Male	Black	Stranger	None	Park	No	Open	No	Yes	No
1375	Domestic Violence	low	25.12.2024 13:47	138 Willow Rd	Old Town	Metropolis	NY	10038	40.7453	-74.0053	8	29	Female	White	31	Male	White	Stranger	Blunt Object	Street	Yes	Closed	Yes	No	No
1376	Sexual Assault	medium	05.01.2024 14:23	139 Chestnut Blvd	Harborview	Metropolis	NY	10039	40.7503	-74.0078	9	34	Male	Asian	37	Male	Asian	Acquaintance	Knife	Home	Yes	Open	No	No	Yes
1377	Rape	low	17.02.2024 9:15	140 Aspen Ln	Greenfield	Metropolis	NY	10040	40.7553	-74.0033	10	28	Female	Black	30	Male	Black	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
1378	Human Trafficking	medium	23.03.2024 21:42	141 Maple St	Downtown	Metropolis	NY	10041	40.7132	-74.0064	1				25	Male	White	Stranger	Gun	Street	No	Open	Yes	Yes	No
1379	Stalking	high	01.04.2024 6:50	142 Oak Ave	West Side	Metropolis	NY	10042	40.7154	-74.0154	2				40	Male	Hispanic	Stranger	None	Park	Yes	Closed	Yes	Yes	Yes
1380	Cybercrime	low	15.05.2024 18:33	143 Pine Rd	East End	Metropolis	NY	10043	40.7204	-74.0009	3				33	Male	Black	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	No	No
1381	Identity Theft	high	28.05.2024 3:21	144 Cedar Blvd	Uptown	Metropolis	NY	10044	40.7259	-74.0124	4	25	Female	White	27	Male	White	Domestic Partner	None	Street	Yes	Open	No	No	Yes
1382	Bribery	medium	11.06.2024 12:11	145 Birch Ln	Southside	Metropolis	NY	10045	40.7304	-74.0089	5	36	Male	Asian	38	Male	Asian	Stranger	Knife	Home	Yes	Closed	Yes	No	No
1383	Extortion	low	19.06.2024 23:08	146 Spruce St	Midtown	Metropolis	NY	10046	40.7354	-74.0024	6	31	Female	Black	33	Male	Black	Stranger	Gun	Business	Yes	Arrested	No	Yes	No
1384	Public Intoxication	medium	02.07.2024 7:44	147 Elm Ave	Riverside	Metropolis	NY	10047	40.7409	-74.0109	7	27	Male	White	30	Male	White	Acquaintance	None	Park	No	Open	Yes	No	Yes
1385	Disorderly Conduct	low	30.07.2024 16:55	148 Willow Rd	Old Town	Metropolis	NY	10048	40.7454	-74.0054	8				26	Female	Hispanic	Domestic Partner	Blunt Object	Street	Yes	Closed	No	No	No
1386	Trespassing	medium	08.08.2024 10:27	149 Chestnut Blvd	Harborview	Metropolis	NY	10049	40.7504	-74.0079	9				45	Male	Black	Stranger	Knife	Home	Yes	Open	Yes	No	No
1387	Weapons Violation	high	21.08.2024 22:13	150 Aspen Ln	Greenfield	Metropolis	NY	10050	40.7554	-74.0034	10	29	Female	White	32	Male	White	Stranger	None	Business	Yes	Arrested	Yes	Yes	Yes
1388	Hate Crime	low	04.09.2024 5:37	145 Birch Ln	Southside	Metropolis	NY	10045	40.7304	-74.0089	5	33	Male	Asian	36	Male	Asian	Acquaintance	Gun	Street	No	Open	Yes	Yes	No
1389	Gang-Related Crime	high	14.09.2024 14:49	201 Oak St	Central	Gotham	NJ	7001	40.7350	-74.1724	11	28	Female	Black	31	Male	Black	Domestic Partner	None	Park	Yes	Closed	Yes	No	Yes
1390	Traffic Violations	medium	25.09.2024 19:31	202 Maple Ave	Riverside	Gotham	NJ	7002	40.7380	-74.1700	12	23	Male	White	26	Male	White	Stranger	Knife	Home	Yes	Arrested	No	No	No
1391	DUI / DWI	low	03.10.2024 1:22	203 Pine Rd	Uptown	Gotham	NJ	7003	40.7405	-74.1685	13				40	Male	Hispanic	Stranger	Gun	Street	Yes	Open	Yes	No	No
1392	Animal Cruelty	medium	12.10.2024 13:55	204 Cedar Blvd	East End	Gotham	NJ	7004	40.7428	-74.1660	14	30	Male	Black	33	Male	Black	Acquaintance	None	Home	Yes	Closed	No	Yes	Yes
1393	Illegal Gambling	low	27.10.2024 20:44	205 Birch Ln	West Side	Gotham	NJ	7005	40.7450	-74.1642	15	25	Female	White	28	Male	White	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	No
1394	Counterfeiting	medium	06.11.2024 9:12	206 Spruce St	Downtown	Gotham	NJ	7006	40.7475	-74.1620	16				39	Male	Asian	Stranger	Knife	Park	No	Open	No	No	No
1395	Smuggling	high	18.11.2024 23:58	207 Elm Ave	Harborview	Gotham	NJ	7007	40.7500	-74.1600	17	32	Female	Black	34	Male	Black	Stranger	None	Street	Yes	Closed	Yes	No	Yes
1396	Prostitution	low	29.11.2024 7:46	208 Willow Rd	Greenfield	Gotham	NJ	7008	40.7525	-74.1580	18	26	Male	White	29	Male	White	Acquaintance	Gun	Home	Yes	Open	Yes	Yes	No
1397	Blackmail	high	09.12.2024 15:29	209 Chestnut Blvd	Old Town	Gotham	NJ	7009	40.7550	-74.1560	19	25	Female	White	27	Male	White	Stranger	None	Business	Yes	Arrested	Yes	Yes	Yes
1398	Kidnapping for Ransom	medium	22.12.2024 21:18	210 Aspen Ln	Midtown	Gotham	NJ	7010	40.7575	-74.1540	20				27	Male	White	Stranger	Blunt Object	Street	No	Open	Yes	No	No
1399	Cyberbullying	low	31.12.2024 3:03	211 Maple St	Central	Star City	CA	90001	34.0522	-118.2437	21	34	Male	Black	31	Male	Black	Acquaintance	None	Park	Yes	Closed	No	No	No
1400	Child Abuse	medium	13.01.2024 18:42	212 Oak Ave	Riverside	Star City	CA	90002	34.0550	-118.2400	22	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	Knife	Home	Yes	Arrested	Yes	No	Yes
1401	Theft	low	26.01.2024 12:33	213 Pine Rd	Uptown	Star City	CA	90003	34.0575	-118.2380	23				24	Female	White	Stranger	Knife	Street	Yes	Open	No	Yes	No
1402	Burglary	medium	07.02.2024 8:44	214 Cedar Blvd	East End	Star City	CA	90004	34.0600	-118.2350	24				22	Female	White	Acquaintance	None	Home	Yes	Closed	Yes	No	No
1403	Robbery	high	20.02.2024 19:55	215 Birch Ln	West Side	Star City	CA	90005	34.0625	-118.2320	25	42	Male	Asian	40	Male	Asian	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
1404	Assault	low	04.03.2024 5:21	216 Spruce St	Downtown	Star City	CA	90006	34.0650	-118.2300	26				22	Male	Black	Stranger	None	Park	No	Open	Yes	No	No
1405	Aggravated Assault	high	15.03.2024 11:39	217 Elm Ave	Harborview	Star City	CA	90007	34.0675	-118.2270	27				24	Male	Hispanic	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	Yes	Yes
1406	Homicide	medium	28.03.2024 22:50	218 Willow Rd	Greenfield	Star City	CA	90008	34.0700	-118.2250	28				22	Female	White	Stranger	None	Home	Yes	Open	Yes	Yes	No
1407	Manslaughter	low	09.04.2024 6:17	219 Chestnut Blvd	Old Town	Star City	CA	90009	34.0725	-118.2220	29	28	Female	White	35	Male	White	Stranger	Knife	Business	Yes	Arrested	Yes	No	No
1408	Kidnapping	medium	23.04.2024 16:25	220 Aspen Ln	Midtown	Star City	CA	90010	34.0750	-118.2200	30	31	Male	Black	29	Male	Hispanic	Acquaintance	Gun	Street	No	Open	No	No	Yes
1409	Arson	low	05.05.2024 1:11	221 Maple St	Central	Central City	TX	75001	32.7767	-96.7970	31	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	None	Park	Yes	Closed	Yes	No	No
1410	Vandalism	medium	18.05.2024 14:48	222 Oak Ave	Riverside	Central City	TX	75002	32.7790	-96.7950	32				29	Male	Asian	Stranger	Blunt Object	Home	Yes	Arrested	No	Yes	No
1411	Fraud	high	30.05.2024 20:37	223 Pine Rd	Uptown	Central City	TX	75003	32.7815	-96.7930	33				23	Male	Black	Acquaintance	Knife	Street	Yes	Open	Yes	No	Yes
1412	Embezzlement	low	11.06.2024 9:56	224 Cedar Blvd	East End	Central City	TX	75004	32.7840	-96.7900	34				33	Female	Hispanic	Stranger	None	Home	Yes	Closed	No	No	No
1413	Drug Possession	high	24.06.2024 23:41	225 Birch Ln	West Side	Central City	TX	75005	32.7865	-96.7880	35	45	Male	White	50	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	No	Yes
1414	Drug Trafficking	medium	06.07.2024 4:29	226 Spruce St	Downtown	Central City	TX	75006	32.7890	-96.7860	36	37	Female	Black	36	Male	Black	Acquaintance	None	Park	No	Open	Yes	Yes	No
1415	Domestic Violence	low	19.07.2024 17:08	227 Elm Ave	Harborview	Central City	TX	75007	32.7915	-96.7840	37	29	Male	Hispanic	32	Male	Hispanic	Stranger	Blunt Object	Street	Yes	Closed	Yes	Yes	No
1416	Sexual Assault	medium	02.08.2024 12:55	228 Willow Rd	Greenfield	Central City	TX	75008	32.7940	-96.7820	38				32	Male	Hispanic	Stranger	None	Home	Yes	Open	Yes	No	Yes
1417	Rape	low	15.08.2024 21:33	229 Chestnut Blvd	Old Town	Central City	TX	75009	32.7965	-96.7800	39	25	Female	White	27	Male	White	Stranger	Knife	Business	Yes	Arrested	No	No	No
1418	Human Trafficking	medium	27.08.2024 7:44	230 Aspen Ln	Midtown	Central City	TX	75010	32.7990	-96.7780	40	34	Male	Black	31	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	No	No
1419	Stalking	high	10.09.2024 18:11	231 Maple St	Central	Keystone City	FL	33101	25.7617	-80.1918	41	19	Female	Hispanic	22	Male	Hispanic	Stranger	None	Park	Yes	Closed	No	Yes	Yes
1420	Cybercrime	low	22.09.2024 23:50	232 Oak Ave	Riverside	Keystone City	FL	33102	25.7640	-80.1890	42				25	Male	Asian	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	No	No
1421	Identity Theft	high	04.10.2024 5:18	233 Pine Rd	Uptown	Keystone City	FL	33103	25.7665	-80.1860	43	28	Female	White	35	Male	Black	Stranger	Knife	Street	Yes	Open	No	No	Yes
1422	Bribery	medium	16.10.2024 13:39	234 Cedar Blvd	East End	Keystone City	FL	33104	25.7690	-80.1830	44	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Home	Yes	Closed	Yes	No	No
1423	Extortion	low	29.10.2024 19:28	235 Birch Ln	West Side	Keystone City	FL	33105	25.7715	-80.1800	45	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Gun	Business	Yes	Arrested	Yes	Yes	No
1424	Public Intoxication	medium	10.11.2024 8:14	236 Spruce St	Downtown	Keystone City	FL	33106	25.7740	-80.1770	46	45	Male	White	50	Male	White	Stranger	None	Park	No	Open	Yes	Yes	Yes
1425	Disorderly Conduct	low	23.11.2024 22:45	237 Elm Ave	Harborview	Keystone City	FL	33107	25.7765	-80.1740	47	37	Female	Black	36	Male	Black	Acquaintance	Knife	Street	Yes	Closed	Yes	No	No
1426	Trespassing	medium	05.12.2024 3:33	238 Willow Rd	Greenfield	Keystone City	FL	33108	25.7790	-80.1710	48	29	Male	Hispanic	32	Male	Hispanic	Stranger	Gun	Home	Yes	Open	No	No	No
1427	Weapons Violation	high	18.12.2024 15:22	239 Chestnut Blvd	Old Town	Keystone City	FL	33109	25.7815	-80.1680	49				24	Male	Black	Stranger	None	Business	Yes	Arrested	Yes	No	Yes
1428	Hate Crime	low	30.12.2024 20:59	240 Aspen Ln	Midtown	Keystone City	FL	33110	25.7840	-80.1650	50				35	Male	Asian	Acquaintance	Blunt Object	Street	No	Open	No	Yes	No
1429	Gang-Related Crime	high	01.01.2024 8:52	239 Chestnut Blvd	Old Town	Keystone City	FL	33109	25.7815	-80.1680	49	26	Female	Black	28	Female	Black	Domestic Partner	Knife	Park	Yes	Closed	Yes	No	Yes
1430	Traffic Violations	medium	29.04.2024 4:49	301 Maple St	Central	Liberty City	IL	60001	41.8781	-87.6298	51	39	Male	White	42	Male	White	Stranger	None	Home	Yes	Arrested	No	No	No
1431	DUI / DWI	low	01.01.2024 5:51	302 Oak Ave	Riverside	Liberty City	IL	60002	41.8800	-87.6270	52	30	Female	Hispanic	31	Male	Hispanic	Stranger	Gun	Street	Yes	Open	Yes	No	No
1432	Animal Cruelty	medium	17.11.2024 8:10	303 Pine Rd	Uptown	Liberty City	IL	60003	41.8825	-87.6240	53				27	Male	Black	Acquaintance	None	Home	Yes	Closed	Yes	Yes	Yes
1433	Illegal Gambling	low	21.01.2024 10:04	304 Cedar Blvd	East End	Liberty City	IL	60004	41.8850	-87.6220	54	27	Female	Asian	29	Male	Asian	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	Yes	No
1434	Counterfeiting	medium	15.05.2024 19:37	305 Birch Ln	West Side	Liberty City	IL	60005	41.8875	-87.6200	55	36	Male	White	40	Male	Black	Stranger	None	Park	No	Open	Yes	No	No
1435	Smuggling	high	27.01.2024 0:41	306 Spruce St	Downtown	Liberty City	IL	60006	41.8900	-87.6180	56	23	Female	Hispanic	25	Female	Hispanic	Stranger	Knife	Street	Yes	Closed	No	No	Yes
1436	Prostitution	low	01.05.2024 18:08	307 Elm Ave	Harborview	Liberty City	IL	60007	41.8925	-87.6160	57				44	Male	Black	Acquaintance	Knife	Home	Yes	Open	Yes	No	No
1437	Blackmail	high	26.04.2024 4:37	308 Willow Rd	Greenfield	Liberty City	IL	60008	41.8950	-87.6140	58				30	Male	White	Stranger	None	Business	Yes	Arrested	No	Yes	Yes
1438	Kidnapping for Ransom	medium	24.02.2024 6:46	309 Chestnut Blvd	Old Town	Liberty City	IL	60009	41.8975	-87.6120	59	32	Male	Asian	35	Male	Asian	Acquaintance	Gun	Street	No	Open	Yes	No	No
1439	Cyberbullying	low	19.03.2024 8:55	310 Aspen Ln	Midtown	Liberty City	IL	60010	41.9000	-87.6100	60	25	Female	Black	27	Male	Black	Domestic Partner	None	Park	Yes	Closed	No	No	No
1440	Child Abuse	medium	01.01.2024 8:52	311 Maple St	Central	Emerald City	WA	98101	47.6062	-122.3321	61	38	Male	White	41	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	Yes
1441	Theft	low	29.04.2024 4:49	312 Oak Ave	Riverside	Emerald City	WA	98102	47.6080	-122.3300	62				31	Male	Hispanic	Stranger	None	Street	Yes	Open	Yes	Yes	No
1442	Burglary	medium	01.01.2024 5:51	313 Pine Rd	Uptown	Emerald City	WA	98103	47.6105	-122.3280	63	22	Male	Black	24	Male	Black	Acquaintance	Knife	Home	Yes	Closed	Yes	Yes	No
1443	Robbery	high	17.11.2024 8:10	314 Cedar Blvd	East End	Emerald City	WA	98104	47.6130	-122.3260	64	27	Female	White	30	Male	White	Domestic Partner	Gun	Business	Yes	Arrested	Yes	No	Yes
1444	Assault	low	21.01.2024 10:04	315 Birch Ln	West Side	Emerald City	WA	98105	47.6155	-122.3240	65	35	Male	Asian	38	Male	Asian	Stranger	None	Park	No	Open	No	No	No
1445	Aggravated Assault	high	15.05.2024 19:37	316 Spruce St	Downtown	Emerald City	WA	98106	47.6180	-122.3220	66				33	Male	Black	Stranger	Blunt Object	Street	Yes	Closed	Yes	No	Yes
1446	Homicide	medium	27.01.2024 0:41	317 Elm Ave	Harborview	Emerald City	WA	98107	47.6205	-122.3200	67				28	Male	White	Acquaintance	Knife	Home	Yes	Open	No	Yes	No
1447	Manslaughter	low	01.05.2024 18:08	318 Willow Rd	Greenfield	Emerald City	WA	98108	47.6230	-122.3180	68	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
1448	Kidnapping	medium	01.01.2024 8:52	319 Chestnut Blvd	Old Town	Emerald City	WA	98109	47.6255	-122.3160	69	40	Male	Black	42	Male	Black	Stranger	Gun	Street	No	Open	No	No	Yes
1449	Arson	low	29.04.2024 4:49	320 Aspen Ln	Midtown	Emerald City	WA	98110	47.6280	-122.3140	70	29	Female	White	31	Male	White	Stranger	None	Park	Yes	Closed	Yes	No	No
1450	Vandalism	medium	01.01.2024 5:51	321 Maple St	Central	River City	OH	43001	39.9612	-82.9988	71	34	Male	Asian	37	Male	Asian	Acquaintance	Blunt Object	Home	Yes	Arrested	Yes	Yes	No
1451	Fraud	high	17.11.2024 8:10	322 Oak Ave	Riverside	River City	OH	43002	39.9630	-82.9960	72	28	Female	Black	30	Male	Black	Domestic Partner	None	Street	Yes	Open	Yes	Yes	Yes
1452	Embezzlement	low	21.01.2024 10:04	323 Pine Rd	Uptown	River City	OH	43003	39.9655	-82.9940	73				25	Male	White	Stranger	Knife	Home	Yes	Closed	Yes	No	No
1453	Drug Possession	high	15.05.2024 19:37	324 Cedar Blvd	East End	River City	OH	43004	39.9680	-82.9920	74				40	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
1454	Drug Trafficking	medium	27.01.2024 0:41	325 Birch Ln	West Side	River City	OH	43005	39.9705	-82.9900	75				33	Male	Black	Acquaintance	None	Park	No	Open	Yes	No	No
1455	Domestic Violence	low	01.05.2024 18:08	326 Spruce St	Downtown	River City	OH	43006	39.9730	-82.9880	76	25	Female	White	27	Male	White	Domestic Partner	Blunt Object	Street	Yes	Closed	No	Yes	No
1456	Sexual Assault	medium	26.04.2024 4:37	327 Elm Ave	Harborview	River City	OH	43007	39.9755	-82.9860	77	36	Male	Asian	38	Male	Asian	Stranger	Knife	Home	Yes	Open	Yes	No	Yes
1457	Rape	low	24.02.2024 6:46	328 Willow Rd	Greenfield	River City	OH	43008	39.9780	-82.9840	78	31	Female	Black	33	Male	Black	Stranger	None	Business	Yes	Arrested	No	No	No
1458	Human Trafficking	medium	03.01.2024 14:23	329 Chestnut Blvd	Old Town	River City	OH	43009	39.9805	-82.9820	79	27	Male	White	30	Male	White	Acquaintance	Gun	Street	No	Open	Yes	No	No
1459	Stalking	high	17.02.2024 9:12	330 Aspen Ln	Midtown	River City	OH	43010	39.9830	-82.9800	80				26	Female	Hispanic	Domestic Partner	None	Park	Yes	Closed	Yes	Yes	Yes
1460	Cybercrime	low	25.03.2024 22:45	331 Maple St	Central	Liberty Hills	GA	30301	33.7490	-84.3880	81				45	Male	Black	Stranger	Knife	Home	Yes	Arrested	Yes	Yes	No
1461	Identity Theft	high	08.04.2024 6:58	332 Oak Ave	Riverside	Liberty Hills	GA	30302	33.7510	-84.3860	82	29	Female	White	32	Male	White	Stranger	Gun	Street	Yes	Open	Yes	No	Yes
1462	Bribery	medium	19.05.2024 18:30	333 Pine Rd	Uptown	Liberty Hills	GA	30303	33.7530	-84.3840	83	33	Male	Asian	36	Male	Asian	Acquaintance	None	Home	Yes	Closed	No	No	No
1463	Extortion	low	02.06.2024 11:15	334 Cedar Blvd	East End	Liberty Hills	GA	30304	33.7550	-84.3820	84	28	Female	Black	31	Male	Black	Domestic Partner	Blunt Object	Business	Yes	Arrested	Yes	No	No
1464	Public Intoxication	medium	14.07.2024 23:50	335 Birch Ln	West Side	Liberty Hills	GA	30305	33.7570	-84.3800	85	23	Male	White	26	Male	White	Stranger	Knife	Park	No	Open	No	Yes	Yes
1465	Disorderly Conduct	low	28.08.2024 7:40	336 Spruce St	Downtown	Liberty Hills	GA	30306	33.7590	-84.3780	86				40	Male	Hispanic	Stranger	None	Street	Yes	Closed	Yes	No	No
1466	Trespassing	medium	11.10.2024 16:05	337 Elm Ave	Harborview	Liberty Hills	GA	30307	33.7610	-84.3760	87	30	Male	Black	33	Male	Black	Acquaintance	Gun	Home	Yes	Open	No	No	No
1467	Weapons Violation	high	30.12.2024 20:22	338 Willow Rd	Greenfield	Liberty Hills	GA	30308	33.7630	-84.3740	88	25	Female	White	28	Male	White	Domestic Partner	None	Business	Yes	Arrested	Yes	No	Yes
1468	Hate Crime	low	12.01.2024 8:42	339 Chestnut Blvd	Old Town	Liberty Hills	GA	30309	33.7650	-84.3720	89				39	Male	Asian	Stranger	Blunt Object	Street	No	Open	Yes	Yes	No
1469	Gang-Related Crime	high	03.03.2024 21:17	340 Aspen Ln	Midtown	Liberty Hills	GA	30310	33.7670	-84.3700	90	32	Female	Black	34	Male	Black	Stranger	None	Park	Yes	Closed	Yes	Yes	Yes
1470	Traffic Violations	medium	27.05.2024 14:05	341 Maple St	Central	Capitol City	CO	80201	39.7392	-104.9903	91	26	Male	White	29	Male	White	Acquaintance	Knife	Home	Yes	Arrested	Yes	No	No
1471	DUI / DWI	low	15.07.2024 2:33	342 Oak Ave	Riverside	Capitol City	CO	80202	39.7410	-104.9880	92	25	Female	White	27	Male	White	Stranger	Knife	Street	Yes	Open	No	No	No
1472	Animal Cruelty	medium	09.09.2024 19:48	343 Pine Rd	Uptown	Capitol City	CO	80203	39.7430	-104.9860	93				27	Male	White	Stranger	None	Home	Yes	Closed	Yes	No	Yes
1473	Illegal Gambling	low	21.10.2024 11:12	344 Cedar Blvd	East End	Capitol City	CO	80204	39.7450	-104.9840	94	34	Male	Black	31	Male	Black	Acquaintance	Gun	Business	Yes	Arrested	No	Yes	No
1474	Counterfeiting	medium	30.06.2024 23:55	345 Birch Ln	West Side	Capitol City	CO	80205	39.7470	-104.9820	95	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	None	Park	No	Open	Yes	No	No
1475	Smuggling	high	08.04.2024 16:28	346 Spruce St	Downtown	Capitol City	CO	80206	39.7490	-104.9800	96				24	Female	White	Stranger	Blunt Object	Street	Yes	Closed	No	No	Yes
1476	Prostitution	low	17.11.2024 5:03	347 Elm Ave	Harborview	Capitol City	CO	80207	39.7510	-104.9780	97				22	Female	White	Acquaintance	None	Home	Yes	Open	Yes	No	No
1477	Blackmail	high	25.12.2024 13:47	348 Willow Rd	Greenfield	Capitol City	CO	80208	39.7530	-104.9760	98	42	Male	Asian	40	Male	Asian	Stranger	Knife	Business	Yes	Arrested	Yes	Yes	Yes
1478	Kidnapping for Ransom	medium	05.01.2024 14:23	349 Chestnut Blvd	Old Town	Capitol City	CO	80209	39.7550	-104.9740	99				22	Male	Black	Stranger	Gun	Street	No	Open	Yes	Yes	No
1479	Cyberbullying	low	17.02.2024 9:15	350 Aspen Ln	Midtown	Capitol City	CO	80210	39.7570	-104.9720	100				24	Male	Hispanic	Acquaintance	None	Park	Yes	Closed	Yes	No	No
1480	Child Abuse	medium	23.03.2024 21:42	408 Willow Rd	Greenfield	Liberty Town	NY	10018	40.7450	-74.0050	108				22	Female	White	Stranger	Blunt Object	Home	Yes	Arrested	No	No	Yes
1481	Theft	low	01.04.2024 6:50	401 Maple St	Central	Liberty Town	NY	10011	40.7128	-74.0060	101	28	Female	White	35	Male	White	Stranger	Knife	Street	Yes	Open	Yes	No	No
1482	Burglary	medium	15.05.2024 18:33	402 Oak Ave	Riverside	Liberty Town	NY	10012	40.7150	-74.0150	102	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Home	Yes	Closed	No	Yes	No
1483	Robbery	high	28.05.2024 3:21	403 Pine Rd	Uptown	Liberty Town	NY	10013	40.7200	-74.0005	103	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Gun	Business	Yes	Arrested	Yes	No	Yes
1484	Assault	low	11.06.2024 12:11	404 Cedar Blvd	East End	Liberty Town	NY	10014	40.7255	-74.0120	104				29	Male	Asian	Stranger	None	Park	No	Open	No	No	No
1485	Aggravated Assault	high	19.06.2024 23:08	405 Birch Ln	West Side	Liberty Town	NY	10015	40.7300	-74.0085	105				23	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	Yes
1486	Homicide	medium	02.07.2024 7:44	406 Spruce St	Downtown	Liberty Town	NY	10016	40.7350	-74.0020	106				33	Female	Hispanic	Stranger	None	Home	Yes	Open	Yes	Yes	No
1487	Manslaughter	low	30.07.2024 16:55	407 Elm Ave	Harborview	Liberty Town	NY	10017	40.7405	-74.0105	107	45	Male	White	50	Male	White	Stranger	Knife	Business	Yes	Arrested	Yes	Yes	No
1488	Kidnapping	medium	08.08.2024 10:27	408 Willow Rd	Greenfield	Liberty Town	NY	10018	40.7450	-74.0050	108	37	Female	Black	36	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	No	Yes
1489	Arson	low	21.08.2024 22:13	409 Chestnut Blvd	Old Town	Liberty Town	NY	10019	40.7500	-74.0075	109	29	Male	Hispanic	32	Male	Hispanic	Stranger	None	Park	Yes	Closed	No	No	No
1490	Vandalism	medium	04.09.2024 5:37	410 Aspen Ln	Midtown	Liberty Town	NY	10020	40.7550	-74.0030	110				32	Male	Hispanic	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
1491	Fraud	high	14.09.2024 14:49	411 Maple St	Central	Hill City	NJ	7011	40.7350	-74.1724	111	25	Female	White	27	Male	White	Stranger	Knife	Street	Yes	Open	No	Yes	Yes
1492	Embezzlement	low	25.09.2024 19:31	412 Oak Ave	Riverside	Hill City	NJ	7012	40.7380	-74.1700	112	34	Male	Black	31	Male	Black	Acquaintance	None	Home	Yes	Closed	Yes	No	No
1493	Drug Possession	high	03.10.2024 1:22	413 Pine Rd	Uptown	Hill City	NJ	7013	40.7405	-74.1685	113	19	Female	Hispanic	22	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	Yes
1494	Drug Trafficking	medium	12.10.2024 13:55	414 Cedar Blvd	East End	Hill City	NJ	7014	40.7428	-74.1660	114	25	Female	White	27	Male	White	Stranger	None	Park	No	Open	Yes	No	No
1495	Domestic Violence	low	27.10.2024 20:44	415 Birch Ln	West Side	Hill City	NJ	7015	40.7450	-74.1642	115				27	Male	White	Stranger	Knife	Street	Yes	Closed	Yes	Yes	No
1496	Sexual Assault	medium	06.11.2024 9:12	416 Spruce St	Downtown	Hill City	NJ	7016	40.7475	-74.1620	116	34	Male	Black	31	Male	Black	Acquaintance	Gun	Home	Yes	Open	Yes	Yes	Yes
1497	Rape	low	18.11.2024 23:58	417 Elm Ave	Harborview	Hill City	NJ	7017	40.7500	-74.1600	117	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	None	Business	Yes	Arrested	Yes	No	No
1498	Human Trafficking	medium	29.11.2024 7:46	418 Willow Rd	Greenfield	Hill City	NJ	7018	40.7525	-74.1580	118				24	Female	White	Stranger	Blunt Object	Street	No	Open	No	No	No
1499	Stalking	high	09.12.2024 15:29	419 Chestnut Blvd	Old Town	Hill City	NJ	7019	40.7550	-74.1560	119				22	Female	White	Acquaintance	Knife	Park	Yes	Closed	Yes	No	Yes
